HDR,ROLLING SYSTEM DEMAND
VD,20220924001500,24631
VD,20220924002000,24567
VD,20220924002500,24614
VD,20220924003000,24631
VD,20220924003500,24710
VD,20220924004000,24784
VD,20220924004500,24791
VD,20220924005000,24764
VD,20220924005500,24740
VD,20220924010000,24753
VD,20220924010500,24843
VD,20220924011000,24921
VD,20220924011500,24944
VD,20220924012000,24862
VD,20220924012500,24765
VD,20220924013000,24718
VD,20220924013500,24737
VD,20220924014000,24709
VD,20220924014500,24610
VD,20220924015000,24479
VD,20220924015500,24416
VD,20220924020000,24307
VD,20220924020500,24356
VD,20220924021000,24468
VD,20220924021500,24413
VD,20220924022000,24351
VD,20220924022500,24370
VD,20220924023000,24306
VD,20220924023500,24156
VD,20220924024000,24125
VD,20220924024500,24184
VD,20220924025000,24105
VD,20220924025500,24107
VD,20220924030000,24122
VD,20220924030500,24085
VD,20220924031000,24031
VD,20220924031500,23964
VD,20220924032000,23901
VD,20220924032500,23837
VD,20220924033000,23743
VD,20220924033500,23674
VD,20220924034000,23637
VD,20220924034500,23577
VD,20220924035000,23586
VD,20220924035500,23752
VD,20220924040000,23809
VD,20220924040500,23872
VD,20220924041000,23949
VD,20220924041500,23985
VD,20220924042000,24030
VD,20220924042500,24064
VD,20220924043000,24065
VD,20220924043500,24104
VD,20220924044000,24170
VD,20220924044500,24223
VD,20220924045000,24284
VD,20220924045500,24351
VD,20220924050000,24386
VD,20220924050500,24574
VD,20220924051000,24719
VD,20220924051500,24916
VD,20220924052000,24989
VD,20220924052500,25067
VD,20220924053000,25179
VD,20220924053500,25302
VD,20220924054000,25466
VD,20220924054500,25687
VD,20220924055000,25814
VD,20220924055500,25938
VD,20220924060000,26056
VD,20220924060500,26323
VD,20220924061000,26649
VD,20220924061500,26933
VD,20220924062000,27138
VD,20220924062500,27201
VD,20220924063000,27217
VD,20220924063500,27189
VD,20220924064000,27295
VD,20220924064500,27423
VD,20220924065000,27592
VD,20220924065500,27715
VD,20220924070000,27731
VD,20220924070500,27831
VD,20220924071000,27964
VD,20220924071500,28085
VD,20220924072000,28116
VD,20220924072500,28070
VD,20220924073000,28075
VD,20220924073500,28289
VD,20220924074000,28407
VD,20220924074500,28431
VD,20220924075000,28419
VD,20220924075500,28370
VD,20220924080000,28333
VD,20220924080500,28272
VD,20220924081000,28019
VD,20220924081500,27722
VD,20220924082000,27535
VD,20220924082500,27457
VD,20220924083000,27332
VD,20220924083500,27377
VD,20220924084000,27212
VD,20220924084500,27041
VD,20220924085000,26959
VD,20220924085500,26845
VD,20220924090000,26687
VD,20220924090500,26619
VD,20220924091000,26573
VD,20220924091500,26488
VD,20220924092000,26386
VD,20220924092500,26329
VD,20220924093000,26400
VD,20220924093500,26516
VD,20220924094000,26461
VD,20220924094500,26382
VD,20220924095000,26322
VD,20220924095500,26229
VD,20220924100000,26221
VD,20220924100500,26285
VD,20220924101000,26247
VD,20220924101500,26207
VD,20220924102000,26215
VD,20220924102500,26093
VD,20220924103000,26034
VD,20220924103500,26024
VD,20220924104000,25986
VD,20220924104500,26005
VD,20220924105000,25972
VD,20220924105500,25984
VD,20220924110000,26079
VD,20220924110500,26083
VD,20220924111000,26185
VD,20220924111500,26166
VD,20220924112000,26155
VD,20220924112500,26142
VD,20220924113000,26177
VD,20220924113500,26270
VD,20220924114000,26282
VD,20220924114500,26290
VD,20220924115000,26297
VD,20220924115500,26307
VD,20220924120000,26242
VD,20220924120500,26168
VD,20220924121000,26330
VD,20220924121500,26354
VD,20220924122000,26317
VD,20220924122500,26356
VD,20220924123000,26379
VD,20220924123500,26473
VD,20220924124000,26561
VD,20220924124500,26651
VD,20220924125000,26641
VD,20220924125500,26529
VD,20220924130000,26602
VD,20220924130500,26515
VD,20220924131000,26370
VD,20220924131500,26181
VD,20220924132000,26078
VD,20220924132500,26158
VD,20220924133000,26126
VD,20220924133500,26204
VD,20220924134000,26278
VD,20220924134500,26400
VD,20220924135000,26296
VD,20220924135500,26219
VD,20220924140000,26323
VD,20220924140500,26678
VD,20220924141000,26914
VD,20220924141500,27036
VD,20220924142000,27299
VD,20220924142500,27441
VD,20220924143000,27329
VD,20220924143500,27272
VD,20220924144000,27353
VD,20220924144500,27583
VD,20220924145000,27798
VD,20220924145500,28119
VD,20220924150000,28271
VD,20220924150500,28540
VD,20220924151000,28651
VD,20220924151500,28874
VD,20220924152000,29023
VD,20220924152500,29246
VD,20220924153000,29495
VD,20220924153500,29687
VD,20220924154000,29840
VD,20220924154500,29973
VD,20220924155000,30198
VD,20220924155500,30497
VD,20220924160000,30559
VD,20220924160500,30419
VD,20220924161000,30476
VD,20220924161500,30543
VD,20220924162000,30831
VD,20220924162500,31075
VD,20220924163000,31137
VD,20220924163500,31258
VD,20220924164000,31325
VD,20220924164500,31352
VD,20220924165000,31481
VD,20220924165500,31564
VD,20220924170000,31586
VD,20220924170500,31641
VD,20220924171000,31666
VD,20220924171500,31545
VD,20220924172000,31720
VD,20220924172500,31752
VD,20220924173000,31783
VD,20220924173500,31931
VD,20220924174000,31998
VD,20220924174500,31976
VD,20220924175000,32032
VD,20220924175500,32038
VD,20220924180000,31937
VD,20220924180500,32012
VD,20220924181000,32027
VD,20220924181500,31937
VD,20220924182000,31926
VD,20220924182500,32147
VD,20220924183000,32363
VD,20220924183500,32326
VD,20220924184000,32199
VD,20220924184500,32005
VD,20220924185000,31825
VD,20220924185500,31650
VD,20220924190000,31622
VD,20220924190500,31703
VD,20220924191000,31682
VD,20220924191500,31527
VD,20220924192000,31258
VD,20220924192500,31082
VD,20220924193000,30872
VD,20220924193500,30966
VD,20220924194000,30929
VD,20220924194500,30841
VD,20220924195000,30709
VD,20220924195500,30458
VD,20220924200000,30319
VD,20220924200500,30323
VD,20220924201000,30311
VD,20220924201500,30178
VD,20220924202000,30088
VD,20220924202500,30002
VD,20220924203000,29921
VD,20220924203500,29917
VD,20220924204000,29823
VD,20220924204500,29595
VD,20220924205000,29446
VD,20220924205500,29306
VD,20220924210000,29258
VD,20220924210500,29699
VD,20220924211000,29645
VD,20220924211500,29388
VD,20220924212000,29328
VD,20220924212500,29256
VD,20220924213000,28985
VD,20220924213500,28647
VD,20220924214000,28500
VD,20220924214500,28312
VD,20220924215000,28233
VD,20220924215500,28104
VD,20220924220000,27681
VD,20220924220500,27065
VD,20220924221000,26601
VD,20220924221500,26290
VD,20220924222000,26146
VD,20220924222500,25980
VD,20220924223000,25849
VD,20220924223500,25708
VD,20220924224000,25522
VD,20220924224500,25464
VD,20220924225000,25371
VD,20220924225500,25254
VD,20220924230000,25121
VD,20220924230500,25171
VD,20220924231000,25014
VD,20220924231500,24896
VD,20220924232000,24796
VD,20220924232500,24725
VD,20220924233000,24567
VD,20220924233500,24563
VD,20220924234000,24549
VD,20220924234500,24363
VD,20220924235000,24181
VD,20220924235500,24201
VD,20220925000000,24379
VD,20220925000500,24412
VD,20220925001000,24296
VD,20220925001500,24180
VD,20220925002000,24197
VD,20220925002500,24103
VD,20220925003000,24048
VD,20220925003500,24318
VD,20220925004000,24454
VD,20220925004500,24420
VD,20220925005000,24267
VD,20220925005500,24263
VD,20220925010000,24301
VD,20220925010500,24498
VD,20220925011000,24596
VD,20220925011500,24467
VD,20220925012000,24386
VD,20220925012500,24367
VD,20220925013000,24330
VD,20220925013500,24237
VD,20220925014000,24203
VD,20220925014500,24222
VD,20220925015000,24195
VD,20220925015500,24215
VD,20220925020000,24325
VD,20220925020500,24502
VD,20220925021000,24576
VD,20220925021500,24630
VD,20220925022000,24536
VD,20220925022500,24417
VD,20220925023000,24448
VD,20220925023500,24471
VD,20220925024000,24404
VD,20220925024500,24361
VD,20220925025000,24410
VD,20220925025500,24322
VD,20220925030000,24227
VD,20220925030500,24136
VD,20220925031000,24015
VD,20220925031500,24195
VD,20220925032000,24319
VD,20220925032500,24312
VD,20220925033000,24254
VD,20220925033500,24281
VD,20220925034000,24262
VD,20220925034500,24113
VD,20220925035000,24046
VD,20220925035500,24010
VD,20220925040000,24013
VD,20220925040500,24188
VD,20220925041000,24364
VD,20220925041500,24386
VD,20220925042000,24421
VD,20220925042500,24470
VD,20220925043000,24370
VD,20220925043500,24289
VD,20220925044000,24255
VD,20220925044500,24298
VD,20220925045000,24328
VD,20220925045500,24340
VD,20220925050000,24320
VD,20220925050500,24515
VD,20220925051000,24627
VD,20220925051500,24667
VD,20220925052000,24724
VD,20220925052500,24832
VD,20220925053000,24925
VD,20220925053500,25037
VD,20220925054000,25163
VD,20220925054500,25205
VD,20220925055000,25236
VD,20220925055500,25137
VD,20220925060000,25166
VD,20220925060500,25321
VD,20220925061000,25394
VD,20220925061500,25499
VD,20220925062000,25695
VD,20220925062500,25716
VD,20220925063000,25704
VD,20220925063500,25740
VD,20220925064000,25850
VD,20220925064500,25821
VD,20220925065000,25879
VD,20220925065500,25973
VD,20220925070000,25958
VD,20220925070500,25734
VD,20220925071000,25651
VD,20220925071500,25644
VD,20220925072000,25721
VD,20220925072500,25819
VD,20220925073000,25866
VD,20220925073500,25887
VD,20220925074000,25867
VD,20220925074500,25827
VD,20220925075000,25733
VD,20220925075500,25715
VD,20220925080000,25749
VD,20220925080500,25632
VD,20220925081000,25642
VD,20220925081500,25704
VD,20220925082000,25642
VD,20220925082500,25583
VD,20220925083000,25527
VD,20220925083500,25529
VD,20220925084000,25578
VD,20220925084500,25660
VD,20220925085000,25696
VD,20220925085500,25666
VD,20220925090000,25612
VD,20220925090500,25522
VD,20220925091000,25655
VD,20220925091500,25675
VD,20220925092000,25596
VD,20220925092500,25607
VD,20220925093000,25697
VD,20220925093500,25701
VD,20220925094000,25637
VD,20220925094500,25633
VD,20220925095000,25490
VD,20220925095500,25354
VD,20220925100000,25497
VD,20220925100500,25523
VD,20220925101000,25463
VD,20220925101500,25442
VD,20220925102000,25392
VD,20220925102500,25411
VD,20220925103000,25531
VD,20220925103500,25696
VD,20220925104000,25693
VD,20220925104500,25681
VD,20220925105000,25607
VD,20220925105500,25571
VD,20220925110000,25523
VD,20220925110500,25621
VD,20220925111000,25657
VD,20220925111500,25716
VD,20220925112000,25728
VD,20220925112500,25937
VD,20220925113000,25980
VD,20220925113500,26009
VD,20220925114000,25946
VD,20220925114500,26004
VD,20220925115000,26040
VD,20220925115500,26103
VD,20220925120000,26092
VD,20220925120500,26104
VD,20220925121000,26097
VD,20220925121500,26012
VD,20220925122000,26017
VD,20220925122500,26024
VD,20220925123000,26031
VD,20220925123500,26134
VD,20220925124000,26235
VD,20220925124500,26290
VD,20220925125000,26263
VD,20220925125500,26316
VD,20220925130000,26465
VD,20220925130500,26709
VD,20220925131000,26760
VD,20220925131500,26736
VD,20220925132000,26811
VD,20220925132500,26855
VD,20220925133000,26959
VD,20220925133500,27082
VD,20220925134000,27212
VD,20220925134500,27222
VD,20220925135000,27052
VD,20220925135500,27117
VD,20220925140000,27306
VD,20220925140500,27776
VD,20220925141000,28153
VD,20220925141500,28236
VD,20220925142000,28431
VD,20220925142500,28543
VD,20220925143000,28582
VD,20220925143500,28755
VD,20220925144000,28926
VD,20220925144500,29001
VD,20220925145000,29082
VD,20220925145500,29157
VD,20220925150000,29246
VD,20220925150500,29146
VD,20220925151000,29257
VD,20220925151500,29436
VD,20220925152000,29514
VD,20220925152500,29728
VD,20220925153000,30064
VD,20220925153500,30355
VD,20220925154000,30585
VD,20220925154500,30789
VD,20220925155000,30972
VD,20220925155500,31166
VD,20220925160000,31417
VD,20220925160500,31406
VD,20220925161000,31464
VD,20220925161500,31701
VD,20220925162000,31872
VD,20220925162500,31956
VD,20220925163000,32090
VD,20220925163500,32245
VD,20220925164000,32386
VD,20220925164500,32586
VD,20220925165000,32745
VD,20220925165500,32895
VD,20220925170000,33102
VD,20220925170500,33086
VD,20220925171000,33009
VD,20220925171500,33137
VD,20220925172000,33140
VD,20220925172500,33139
VD,20220925173000,33239
VD,20220925173500,33350
VD,20220925174000,33439
VD,20220925174500,33523
VD,20220925175000,33523
VD,20220925175500,33356
VD,20220925180000,33366
VD,20220925180500,33468
VD,20220925181000,33358
VD,20220925181500,33470
VD,20220925182000,33687
VD,20220925182500,33499
VD,20220925183000,33338
VD,20220925183500,33150
VD,20220925184000,33066
VD,20220925184500,32965
VD,20220925185000,32892
VD,20220925185500,32472
VD,20220925190000,32239
VD,20220925190500,32033
VD,20220925191000,31831
VD,20220925191500,31579
VD,20220925192000,31239
VD,20220925192500,31109
VD,20220925193000,30887
VD,20220925193500,30674
VD,20220925194000,30386
VD,20220925194500,30223
VD,20220925195000,29983
VD,20220925195500,29628
VD,20220925200000,29212
VD,20220925200500,28917
VD,20220925201000,28415
VD,20220925201500,28191
VD,20220925202000,27741
VD,20220925202500,27531
VD,20220925203000,27413
VD,20220925203500,27231
VD,20220925204000,27006
VD,20220925204500,26836
VD,20220925205000,26671
VD,20220925205500,26537
VD,20220925210000,26517
VD,20220925210500,26461
VD,20220925211000,26353
VD,20220925211500,26203
VD,20220925212000,26039
VD,20220925212500,25844
VD,20220925213000,25832
VD,20220925213500,25944
VD,20220925214000,25737
VD,20220925214500,25625
VD,20220925215000,25306
VD,20220925215500,24900
VD,20220925220000,24802
VD,20220925220500,24721
VD,20220925221000,24663
VD,20220925221500,24666
VD,20220925222000,24390
VD,20220925222500,24169
VD,20220925223000,23942
VD,20220925223500,23950
VD,20220925224000,23734
VD,20220925224500,23478
VD,20220925225000,23341
VD,20220925225500,23396
VD,20220925230000,23312
VD,20220925230500,23376
VD,20220925231000,23369
VD,20220925231500,23486
VD,20220925232000,23549
VD,20220925232500,23530
VD,20220925233000,23553
VD,20220925233500,23528
VD,20220925234000,23431
VD,20220925234500,23438
VD,20220925235000,23373
VD,20220925235500,23308
VD,20220926000000,23266
VD,20220926000500,23354
VD,20220926001000,23379
VD,20220926001500,23364
VD,20220926002000,23328
VD,20220926002500,23297
VD,20220926003000,23295
VD,20220926003500,23427
VD,20220926004000,23459
VD,20220926004500,23422
VD,20220926005000,23347
VD,20220926005500,23239
VD,20220926010000,23171
VD,20220926010500,23261
VD,20220926011000,23242
VD,20220926011500,23212
VD,20220926012000,23149
VD,20220926012500,23143
VD,20220926013000,23120
VD,20220926013500,23062
VD,20220926014000,23044
VD,20220926014500,22907
VD,20220926015000,22931
VD,20220926015500,22968
VD,20220926020000,22886
VD,20220926020500,22902
VD,20220926021000,22889
VD,20220926021500,22915
VD,20220926022000,22866
VD,20220926022500,22853
VD,20220926023000,22803
VD,20220926023500,22793
VD,20220926024000,22761
VD,20220926024500,22828
VD,20220926025000,22833
VD,20220926025500,22723
VD,20220926030000,22652
VD,20220926030500,22643
VD,20220926031000,22635
VD,20220926031500,22641
VD,20220926032000,22842
VD,20220926032500,22856
VD,20220926033000,22846
VD,20220926033500,22963
VD,20220926034000,23022
VD,20220926034500,23068
VD,20220926035000,23026
VD,20220926035500,23277
VD,20220926040000,23311
VD,20220926040500,23438
VD,20220926041000,23569
VD,20220926041500,23740
VD,20220926042000,23804
VD,20220926042500,23827
VD,20220926043000,24094
VD,20220926043500,24189
VD,20220926044000,24343
VD,20220926044500,24653
VD,20220926045000,24848
VD,20220926045500,25122
VD,20220926050000,25476
VD,20220926050500,25883
VD,20220926051000,26325
VD,20220926051500,26634
VD,20220926052000,26967
VD,20220926052500,27350
VD,20220926053000,27729
VD,20220926053500,28039
VD,20220926054000,28331
VD,20220926054500,28643
VD,20220926055000,28957
VD,20220926055500,29188
VD,20220926060000,29477
VD,20220926060500,30112
VD,20220926061000,30908
VD,20220926061500,31420
VD,20220926062000,31660
VD,20220926062500,31914
VD,20220926063000,32075
VD,20220926063500,32169
VD,20220926064000,32495
VD,20220926064500,32764
VD,20220926065000,32902
VD,20220926065500,32995
VD,20220926070000,33179
VD,20220926070500,33213
VD,20220926071000,33291
VD,20220926071500,33302
VD,20220926072000,33231
VD,20220926072500,33175
VD,20220926073000,33111
VD,20220926073500,32949
VD,20220926074000,32771
VD,20220926074500,32631
VD,20220926075000,32557
VD,20220926075500,32454
VD,20220926080000,32434
VD,20220926080500,32189
VD,20220926081000,32046
VD,20220926081500,31938
VD,20220926082000,31807
VD,20220926082500,31713
VD,20220926083000,31708
VD,20220926083500,31660
VD,20220926084000,31501
VD,20220926084500,31538
VD,20220926085000,31535
VD,20220926085500,31364
VD,20220926090000,31334
VD,20220926090500,31177
VD,20220926091000,31195
VD,20220926091500,31049
VD,20220926092000,30970
VD,20220926092500,30994
VD,20220926093000,30888
VD,20220926093500,30809
VD,20220926094000,30644
VD,20220926094500,30662
VD,20220926095000,30568
VD,20220926095500,30552
VD,20220926100000,30333
VD,20220926100500,29943
VD,20220926101000,29674
VD,20220926101500,29373
VD,20220926102000,29216
VD,20220926102500,29160
VD,20220926103000,29041
VD,20220926103500,29086
VD,20220926104000,29114
VD,20220926104500,29117
VD,20220926105000,29172
VD,20220926105500,29233
VD,20220926110000,29287
VD,20220926110500,29088
VD,20220926111000,29096
VD,20220926111500,29010
VD,20220926112000,29051
VD,20220926112500,29103
VD,20220926113000,28996
VD,20220926113500,28990
VD,20220926114000,28921
VD,20220926114500,28983
VD,20220926115000,29022
VD,20220926115500,28925
VD,20220926120000,28865
VD,20220926120500,29067
VD,20220926121000,29212
VD,20220926121500,29393
VD,20220926122000,29411
VD,20220926122500,29254
VD,20220926123000,29233
VD,20220926123500,29190
VD,20220926124000,29068
VD,20220926124500,29043
VD,20220926125000,29023
VD,20220926125500,28996
VD,20220926130000,28946
VD,20220926130500,29065
VD,20220926131000,29017
VD,20220926131500,28961
VD,20220926132000,28978
VD,20220926132500,29086
VD,20220926133000,29108
VD,20220926133500,29207
VD,20220926134000,29044
VD,20220926134500,29112
VD,20220926135000,29324
VD,20220926135500,29431
VD,20220926140000,29475
VD,20220926140500,29673
VD,20220926141000,30083
VD,20220926141500,30142
VD,20220926142000,30244
VD,20220926142500,30427
VD,20220926143000,30496
VD,20220926143500,30590
VD,20220926144000,30793
VD,20220926144500,31147
VD,20220926145000,31391
VD,20220926145500,31665
VD,20220926150000,32054
VD,20220926150500,32766
VD,20220926151000,33266
VD,20220926151500,33598
VD,20220926152000,33709
VD,20220926152500,33844
VD,20220926153000,34155
VD,20220926153500,34604
VD,20220926154000,34691
VD,20220926154500,34853
VD,20220926155000,35104
VD,20220926155500,35449
VD,20220926160000,35553
VD,20220926160500,35731
VD,20220926161000,36016
VD,20220926161500,36333
VD,20220926162000,36498
VD,20220926162500,36542
VD,20220926163000,36481
VD,20220926163500,36398
VD,20220926164000,36645
VD,20220926164500,36791
VD,20220926165000,36760
VD,20220926165500,36727
VD,20220926170000,36694
VD,20220926170500,36806
VD,20220926171000,36807
VD,20220926171500,36667
VD,20220926172000,36697
VD,20220926172500,36679
VD,20220926173000,36696
VD,20220926173500,36828
VD,20220926174000,36890
VD,20220926174500,36890
VD,20220926175000,36906
VD,20220926175500,37042
VD,20220926180000,37168
VD,20220926180500,36995
VD,20220926181000,36922
VD,20220926181500,36927
VD,20220926182000,36903
VD,20220926182500,36901
VD,20220926183000,36869
VD,20220926183500,36798
VD,20220926184000,36543
VD,20220926184500,36325
VD,20220926185000,36174
VD,20220926185500,36105
VD,20220926190000,35925
VD,20220926190500,35777
VD,20220926191000,35663
VD,20220926191500,35476
VD,20220926192000,35120
VD,20220926192500,34839
VD,20220926193000,34692
VD,20220926193500,34566
VD,20220926194000,34597
VD,20220926194500,34570
VD,20220926195000,34258
VD,20220926195500,34022
VD,20220926200000,33817
VD,20220926200500,33929
VD,20220926201000,34106
VD,20220926201500,33871
VD,20220926202000,33418
VD,20220926202500,33021
VD,20220926203000,32749
VD,20220926203500,32523
VD,20220926204000,32286
VD,20220926204500,32128
VD,20220926205000,31843
VD,20220926205500,31479
VD,20220926210000,31218
VD,20220926210500,30843
VD,20220926211000,30627
VD,20220926211500,30333
VD,20220926212000,30100
VD,20220926212500,29850
VD,20220926213000,29508
VD,20220926213500,29353
VD,20220926214000,28968
VD,20220926214500,28675
VD,20220926215000,28452
VD,20220926215500,28113
VD,20220926220000,27585
VD,20220926220500,26885
VD,20220926221000,26444
VD,20220926221500,26115
VD,20220926222000,25686
VD,20220926222500,25372
VD,20220926223000,25198
VD,20220926223500,25011
FTR,2000
